,Crime,Date,Latitude,Longitude
332,WEAPONS VIOLATION,2020-04-03T09:45:00.000,41.828105708,-87.628940177
333,BATTERY,2020-04-03T09:37:00.000,41.858065739000004,-87.710305805
334,DECEPTIVE PRACTICE,2020-04-03T09:35:00.000,41.774565636999995,-87.781140173
335,ASSAULT,2020-04-03T09:34:00.000,41.942464727,-87.74783680200001
336,ASSAULT,2020-04-03T09:30:00.000,41.928508063,-87.736730361
337,BURGLARY,2020-04-03T09:26:00.000,41.740989245,-87.64862055399999
338,CRIMINAL DAMAGE,2020-04-03T09:10:00.000,,
339,MOTOR VEHICLE THEFT,2020-04-03T09:00:00.000,,
340,DECEPTIVE PRACTICE,2020-04-03T09:00:00.000,41.760634716,-87.581725895
341,THEFT,2020-04-03T09:00:00.000,41.751229121,-87.608496532
342,ROBBERY,2020-04-03T09:00:00.000,41.881058789,-87.698092933
343,MOTOR VEHICLE THEFT,2020-04-03T09:00:00.000,41.797215185,-87.59812807799999
344,OTHER OFFENSE,2020-04-03T09:00:00.000,41.758346414,-87.561510075
345,OTHER OFFENSE,2020-04-03T09:00:00.000,41.870829345,-87.716419864
346,THEFT,2020-04-03T09:00:00.000,41.765306066,-87.584754086
347,OTHER OFFENSE,2020-04-03T08:49:00.000,41.759432839,-87.558202048
348,ROBBERY,2020-04-03T08:45:00.000,41.773382411,-87.58221496899999
349,BURGLARY,2020-04-03T08:45:00.000,41.867262739000005,-87.71404207200001
350,BATTERY,2020-04-03T08:36:00.000,41.882529536999996,-87.62622385600001
351,THEFT,2020-04-03T08:30:00.000,41.783215157,-87.705685105
352,THEFT,2020-04-03T08:30:00.000,41.880972165,-87.75875395799999
353,CRIMINAL DAMAGE,2020-04-03T08:30:00.000,41.752431226,-87.594296575
354,CRIMINAL DAMAGE,2020-04-03T08:30:00.000,41.88173675,-87.751457809
355,BATTERY,2020-04-03T08:25:00.000,41.691640675,-87.626381549
356,BATTERY,2020-04-03T08:20:00.000,41.968368389,-87.716586485
357,DECEPTIVE PRACTICE,2020-04-03T08:19:00.000,41.824933076,-87.623104662
358,BATTERY,2020-04-03T08:15:00.000,41.941854201999995,-87.832231431
359,ARSON,2020-04-03T08:05:00.000,41.905520644,-87.733763129
360,CRIMINAL DAMAGE,2020-04-03T08:00:00.000,41.938797346,-87.723377074
361,THEFT,2020-04-03T08:00:00.000,41.866988841,-87.657205006
362,SEX OFFENSE,2020-04-03T08:00:00.000,41.926372383,-87.671031101
363,THEFT,2020-04-03T08:00:00.000,41.697294711,-87.62205012700001
364,BURGLARY,2020-04-03T08:00:00.000,41.780683143000005,-87.66545990600001
365,ASSAULT,2020-04-03T07:50:00.000,41.696158294,-87.62913686700001
366,BATTERY,2020-04-03T07:45:00.000,41.858132809000004,-87.71765417
367,WEAPONS VIOLATION,2020-04-03T07:45:00.000,41.815668509,-87.686292611
368,MOTOR VEHICLE THEFT,2020-04-03T07:40:00.000,41.99060508,-87.671811275
369,ASSAULT,2020-04-03T07:40:00.000,41.756430631,-87.561470724
370,CRIMINAL DAMAGE,2020-04-03T07:37:00.000,41.881999353000005,-87.72949931299999
371,THEFT,2020-04-03T07:30:00.000,41.902697871,-87.72302283299999
372,THEFT,2020-04-03T07:30:00.000,41.704106473,-87.65107374899999
373,THEFT,2020-04-03T07:15:00.000,41.779618399,-87.653767961
374,OTHER OFFENSE,2020-04-03T07:10:00.000,41.912279114,-87.67887738600001
375,DECEPTIVE PRACTICE,2020-04-03T07:10:00.000,41.721336326,-87.567191261
376,THEFT,2020-04-03T07:06:00.000,41.991106239000004,-87.72885543299999
377,MOTOR VEHICLE THEFT,2020-04-03T07:00:00.000,41.895733305,-87.687457479
378,BATTERY,2020-04-03T06:51:00.000,41.873185004,-87.74379543399999
379,MOTOR VEHICLE THEFT,2020-04-03T06:40:00.000,41.865397377,-87.64066077700001
380,OTHER OFFENSE,2020-04-03T06:40:00.000,41.718505159,-87.643130543
381,CRIMINAL DAMAGE,2020-04-03T06:30:00.000,41.71302193,-87.65370808600001
382,DECEPTIVE PRACTICE,2020-04-03T06:20:00.000,41.856470062,-87.6661109
383,THEFT,2020-04-03T06:00:00.000,41.878631263,-87.764808046
384,CRIMINAL DAMAGE,2020-04-03T06:00:00.000,41.966240118,-87.688834357
385,THEFT,2020-04-03T06:00:00.000,,
386,CRIMINAL DAMAGE,2020-04-03T06:00:00.000,41.927238783,-87.744959037
387,THEFT,2020-04-03T06:00:00.000,41.876363103,-87.65069511200001
388,THEFT,2020-04-03T05:40:00.000,41.8020092,-87.622063199
389,CRIMINAL DAMAGE,2020-04-03T05:36:00.000,41.932791929000004,-87.67882943299999
390,CRIMINAL DAMAGE,2020-04-03T05:34:00.000,41.885740288,-87.631590568
391,ARSON,2020-04-03T05:34:00.000,41.885740288,-87.631590568
392,CRIMINAL DAMAGE,2020-04-03T05:26:00.000,41.961687536999996,-87.716827402
393,CRIMINAL DAMAGE,2020-04-03T05:25:00.000,41.860171476,-87.714022396
394,OTHER OFFENSE,2020-04-03T05:18:00.000,41.86283033,-87.71702173
395,BATTERY,2020-04-03T05:00:00.000,41.890107481,-87.70324051
396,BATTERY,2020-04-03T05:00:00.000,41.702294054,-87.62815077399999
397,CRIMINAL DAMAGE,2020-04-03T05:00:00.000,41.779024407,-87.654489164
398,BATTERY,2020-04-03T05:00:00.000,41.969025552,-87.709714818
399,BATTERY,2020-04-03T04:45:00.000,41.669904438,-87.63563428399999
400,MOTOR VEHICLE THEFT,2020-04-03T04:39:00.000,41.95434186,-87.678759724
401,BATTERY,2020-04-03T04:36:00.000,41.865412869000004,-87.722709399
402,BURGLARY,2020-04-03T04:30:00.000,41.810770372,-87.683931946
403,BATTERY,2020-04-03T04:29:00.000,41.68654917,-87.632529294
404,CRIMINAL DAMAGE,2020-04-03T04:26:00.000,41.819493628000004,-87.68964024899999
405,MOTOR VEHICLE THEFT,2020-04-03T04:20:00.000,41.753976111,-87.55237091299999
406,BATTERY,2020-04-03T04:07:00.000,41.736801541999995,-87.558342344
407,THEFT,2020-04-03T04:05:00.000,41.947441911999995,-87.814421739
408,BURGLARY,2020-04-03T04:00:00.000,41.658720888000005,-87.551982224
409,CRIMINAL DAMAGE,2020-04-03T03:50:00.000,41.810434717,-87.66417890000001
410,BURGLARY,2020-04-03T03:42:00.000,41.99054904,-87.754929796
411,OTHER OFFENSE,2020-04-03T03:30:00.000,41.954233906999995,-87.723957827
412,THEFT,2020-04-03T03:23:00.000,41.967142769,-87.66339453
413,CRIMINAL DAMAGE,2020-04-03T03:20:00.000,41.757204570999995,-87.64298726
414,CRIMINAL DAMAGE,2020-04-03T03:10:00.000,41.776091801999996,-87.599747851
415,CRIMINAL DAMAGE,2020-04-03T03:04:00.000,41.761286569,-87.606693651
416,THEFT,2020-04-03T02:55:00.000,41.761286569,-87.606693651
417,BATTERY,2020-04-03T02:41:00.000,41.861653809,-87.727480805
418,BATTERY,2020-04-03T02:23:00.000,41.910432371999995,-87.754533114
419,CRIMINAL DAMAGE,2020-04-03T02:20:00.000,41.929644221,-87.68413146399999
420,THEFT,2020-04-03T02:20:00.000,41.77279778,-87.683468276
421,THEFT,2020-04-03T02:16:00.000,41.854867505,-87.70655974700001
422,CRIMINAL DAMAGE,2020-04-03T02:10:00.000,,
423,BATTERY,2020-04-03T02:10:00.000,41.657947514,-87.60340661
424,BATTERY,2020-04-03T02:00:00.000,41.748697205999996,-87.603896643
425,CRIMINAL DAMAGE,2020-04-03T02:00:00.000,41.877850151,-87.736342529
426,THEFT,2020-04-03T02:00:00.000,41.729384810999996,-87.55485593600001
427,MOTOR VEHICLE THEFT,2020-04-03T02:00:00.000,41.65406152,-87.61648827399999
428,BATTERY,2020-04-03T02:00:00.000,41.940860021999995,-87.72890019
429,BATTERY,2020-04-03T02:00:00.000,41.966409353,-87.64885215700001
430,BATTERY,2020-04-03T01:55:00.000,41.848182051,-87.701971111
431,BURGLARY,2020-04-03T01:49:00.000,41.748823072,-87.590559766
432,BATTERY,2020-04-03T01:34:00.000,41.805695294,-87.674615538
433,ASSAULT,2020-04-03T01:31:00.000,41.702061238,-87.562007777
434,ROBBERY,2020-04-03T01:18:00.000,41.80208796,-87.587744343
435,CRIMINAL DAMAGE,2020-04-03T01:07:00.000,41.871732207,-87.71846728700001
436,BATTERY,2020-04-03T01:06:00.000,41.902217176,-87.758567201
437,MOTOR VEHICLE THEFT,2020-04-03T01:00:00.000,41.903089365,-87.76176994299999
438,BATTERY,2020-04-03T00:59:00.000,41.857832203,-87.70421451200001
439,BATTERY,2020-04-03T00:50:00.000,41.985488878000005,-87.71749896700001
440,SEX OFFENSE,2020-04-03T00:50:00.000,41.904142261,-87.675959266
441,BATTERY,2020-04-03T00:35:00.000,41.855035662,-87.71124186700001
442,ASSAULT,2020-04-03T00:30:00.000,41.891879948,-87.754263576
443,ARSON,2020-04-03T00:28:00.000,41.868544249,-87.77055511399999
444,WEAPONS VIOLATION,2020-04-03T00:22:00.000,41.886478335,-87.76340170299999
445,BATTERY,2020-04-03T00:15:00.000,41.710744529,-87.566969114
446,CRIMINAL DAMAGE,2020-04-03T00:15:00.000,41.854736494,-87.71123375399999
447,THEFT,2020-04-03T00:10:00.000,41.973626775,-87.660954623
448,BATTERY,2020-04-03T00:10:00.000,41.945014703000005,-87.76267113700001
449,THEFT,2020-04-03T00:05:00.000,41.904462488,-87.648118305
450,BATTERY,2020-04-03T00:03:00.000,41.96904679,-87.658163995
451,DECEPTIVE PRACTICE,2020-04-03T00:01:00.000,41.969292902,-87.71094040000001
452,CRIMINAL DAMAGE,2020-04-03T00:01:00.000,41.857599406,-87.643138296
453,THEFT,2020-04-03T00:01:00.000,41.93194189,-87.802871682
454,CRIMINAL TRESPASS,2020-04-03T00:01:00.000,41.92469581,-87.77088136200001
455,CRIMINAL DAMAGE,2020-04-03T00:00:00.000,41.863456762,-87.652521138
456,OFFENSE INVOLVING CHILDREN,2020-04-03T00:00:00.000,41.670569952,-87.63858084200001
457,THEFT,2020-04-03T00:00:00.000,41.780351295,-87.68855429999999
458,THEFT,2020-04-03T00:00:00.000,,
459,OTHER OFFENSE,2020-04-03T00:00:00.000,41.935324576,-87.77489325399999
460,CRIMINAL DAMAGE,2020-04-02T23:57:00.000,41.699186904,-87.61476797700001
461,ASSAULT,2020-04-02T23:55:00.000,41.882254983,-87.76396436299999
462,BATTERY,2020-04-02T23:45:00.000,41.88625035,-87.75895272
463,ROBBERY,2020-04-02T23:40:00.000,41.967763745999996,-87.661181751
464,BATTERY,2020-04-02T23:38:00.000,41.855797367,-87.679409498
465,BATTERY,2020-04-02T23:30:00.000,41.979498742,-87.839052959
466,ROBBERY,2020-04-02T23:30:00.000,41.884498505,-87.741458652
467,THEFT,2020-04-02T23:30:00.000,41.880792865,-87.679077595
468,BATTERY,2020-04-02T23:25:00.000,41.91436174,-87.72525577200001
469,BATTERY,2020-04-02T23:24:00.000,41.886811027,-87.75529357799999
470,BATTERY,2020-04-02T23:10:00.000,41.673554115,-87.616411124
471,HOMICIDE,2020-04-02T23:05:00.000,41.872820671,-87.701596513
472,THEFT,2020-04-02T23:00:00.000,41.950781729,-87.724483313
473,THEFT,2020-04-02T23:00:00.000,41.779793875,-87.63182661299999
474,CRIMINAL DAMAGE,2020-04-02T23:00:00.000,41.91697589,-87.74238951299999
475,MOTOR VEHICLE THEFT,2020-04-02T22:50:00.000,41.870861476,-87.714231302
476,BATTERY,2020-04-02T22:45:00.000,41.887752532,-87.624557695
477,ROBBERY,2020-04-02T22:43:00.000,41.773280699000004,-87.591480096
478,CRIMINAL DAMAGE,2020-04-02T22:42:00.000,41.747092946,-87.607546317
479,WEAPONS VIOLATION,2020-04-02T22:30:00.000,41.92439805,-87.794045223
480,ASSAULT,2020-04-02T22:30:00.000,41.761135248,-87.630900966
481,BATTERY,2020-04-02T22:30:00.000,41.88173688,-87.751483513
482,WEAPONS VIOLATION,2020-04-02T22:27:00.000,41.802361494,-87.662374066
483,ASSAULT,2020-04-02T22:25:00.000,41.893469034,-87.632648229
484,WEAPONS VIOLATION,2020-04-02T22:23:00.000,41.774385202,-87.762195513
485,CRIMINAL DAMAGE,2020-04-02T22:19:00.000,41.846047463000005,-87.727011485
486,BATTERY,2020-04-02T22:17:00.000,41.951151792,-87.71160584299999
487,BATTERY,2020-04-02T22:10:00.000,42.017107779,-87.66884662
488,ASSAULT,2020-04-02T22:10:00.000,41.842013417,-87.66095442
489,BATTERY,2020-04-02T22:04:00.000,41.895275976,-87.659448418
490,BURGLARY,2020-04-02T22:00:00.000,41.980810149,-87.736223987
491,CRIMINAL DAMAGE,2020-04-02T22:00:00.000,41.940423951,-87.764950486
492,BATTERY,2020-04-02T22:00:00.000,41.88537469,-87.743742141
493,ASSAULT,2020-04-02T22:00:00.000,41.799275367,-87.582312425
494,WEAPONS VIOLATION,2020-04-02T21:45:00.000,41.777669386999996,-87.781700149
495,ASSAULT,2020-04-02T21:45:00.000,41.846160861,-87.695259926
496,BATTERY,2020-04-02T21:35:00.000,41.783276387,-87.62378456100001
497,ASSAULT,2020-04-02T21:32:00.000,41.935661134,-87.727085915
498,BURGLARY,2020-04-02T21:30:00.000,41.682466444,-87.63854440700001
499,BATTERY,2020-04-02T21:22:00.000,41.958194004,-87.749880405
500,BATTERY,2020-04-02T21:11:00.000,41.860149538,-87.69448580299999
501,CRIMINAL DAMAGE,2020-04-02T21:11:00.000,41.769447819,-87.566538409
502,BURGLARY,2020-04-02T21:10:00.000,41.688436716,-87.61950801
503,BATTERY,2020-04-02T21:09:00.000,41.777503445,-87.61555886100001
504,ASSAULT,2020-04-02T21:04:00.000,41.771153826,-87.667629981
505,ASSAULT,2020-04-02T21:03:00.000,41.690696992,-87.629123207
506,ASSAULT,2020-04-02T21:01:00.000,41.74935839,-87.610815296
507,MOTOR VEHICLE THEFT,2020-04-02T21:00:00.000,41.893222063,-87.631751083
508,BURGLARY,2020-04-02T21:00:00.000,41.702032968000005,-87.66340710899999
509,BATTERY,2020-04-02T21:00:00.000,41.843154591,-87.73425398200001
510,MOTOR VEHICLE THEFT,2020-04-02T21:00:00.000,41.790226834,-87.681539462
511,OTHER OFFENSE,2020-04-02T21:00:00.000,41.749097383,-87.62620592
512,THEFT,2020-04-02T21:00:00.000,41.890723197,-87.71861573700001
513,WEAPONS VIOLATION,2020-04-02T20:53:00.000,41.909898161,-87.76793630700001
514,OTHER OFFENSE,2020-04-02T20:45:00.000,41.749097383,-87.62620592
515,THEFT,2020-04-02T20:40:00.000,41.691916578000004,-87.672753378
516,WEAPONS VIOLATION,2020-04-02T20:33:00.000,41.831014114,-87.617317037
517,BATTERY,2020-04-02T20:32:00.000,41.885481891,-87.627935689
518,MOTOR VEHICLE THEFT,2020-04-02T20:30:00.000,41.93408775,-87.679889339
519,ROBBERY,2020-04-02T20:30:00.000,41.72187776,-87.61489618700001
520,BATTERY,2020-04-02T20:30:00.000,41.831168941,-87.616181501
521,CRIMINAL DAMAGE,2020-04-02T20:17:00.000,41.924087489,-87.75777198799999
522,BATTERY,2020-04-02T20:15:00.000,41.885741029,-87.63171174899999
523,ROBBERY,2020-04-02T20:05:00.000,41.72187776,-87.61489618700001
524,BATTERY,2020-04-02T20:05:00.000,41.740359303000005,-87.60076659399999
525,ROBBERY,2020-04-02T20:00:00.000,41.894367359,-87.659869336
526,THEFT,2020-04-02T20:00:00.000,41.80808252,-87.655227847
527,OTHER OFFENSE,2020-04-02T20:00:00.000,41.742435302,-87.646289395
528,CRIMINAL TRESPASS,2020-04-02T20:00:00.000,41.94770846,-87.667671023
529,CRIMINAL DAMAGE,2020-04-02T20:00:00.000,41.770319598,-87.61699163899999
530,THEFT,2020-04-02T20:00:00.000,41.883492011,-87.615486512
531,ASSAULT,2020-04-02T19:51:00.000,41.762304545,-87.655611091
532,DECEPTIVE PRACTICE,2020-04-02T19:45:00.000,42.008121478,-87.67376022299999
533,CRIMINAL DAMAGE,2020-04-02T19:30:00.000,41.98447383,-87.69692618100001
534,THEFT,2020-04-02T19:30:00.000,41.659084072,-87.63527901299999
535,OFFENSE INVOLVING CHILDREN,2020-04-02T19:30:00.000,41.84708392,-87.722186388
536,BATTERY,2020-04-02T19:30:00.000,41.966068389,-87.708401544
537,BATTERY,2020-04-02T19:30:00.000,,
538,THEFT,2020-04-02T19:30:00.000,41.87405554,-87.746056576
539,DECEPTIVE PRACTICE,2020-04-02T19:30:00.000,41.910835515,-87.653351515
540,BATTERY,2020-04-02T19:23:00.000,41.877850151,-87.736342529
541,BATTERY,2020-04-02T19:22:00.000,41.740758865,-87.644969855
542,BATTERY,2020-04-02T19:20:00.000,41.837489008,-87.646264459
543,INTERFERENCE WITH PUBLIC OFFICER,2020-04-02T19:15:00.000,41.761510887,-87.64765470399999
544,NARCOTICS,2020-04-02T19:15:00.000,41.874947338000005,-87.72547164
545,BURGLARY,2020-04-02T19:15:00.000,41.880514874,-87.74379049
546,ROBBERY,2020-04-02T19:05:00.000,41.981845429,-87.657179196
547,ASSAULT,2020-04-02T19:01:00.000,41.840809745,-87.651821775
548,ASSAULT,2020-04-02T19:00:00.000,41.902698633,-87.723166088
549,CRIMINAL DAMAGE,2020-04-02T19:00:00.000,41.688177753000005,-87.611877375
550,THEFT,2020-04-02T19:00:00.000,41.709922693,-87.62182304
551,THEFT,2020-04-02T19:00:00.000,41.902008389,-87.695133986
552,MOTOR VEHICLE THEFT,2020-04-02T19:00:00.000,41.951044544,-87.659523029
553,THEFT,2020-04-02T19:00:00.000,41.995185877,-87.75968116700001
554,CRIMINAL DAMAGE,2020-04-02T18:59:00.000,41.774277493,-87.71183589799999
555,THEFT,2020-04-02T18:55:00.000,41.899557376,-87.73113379899999
556,ASSAULT,2020-04-02T18:39:00.000,41.815384739,-87.668793569
557,BATTERY,2020-04-02T18:31:00.000,41.738234837,-87.575740043
558,BATTERY,2020-04-02T18:30:00.000,41.866216769,-87.621623622
559,DECEPTIVE PRACTICE,2020-04-02T18:21:00.000,41.744614234000004,-87.554639013
560,BATTERY,2020-04-02T18:20:00.000,41.928558061,-87.764978659
561,THEFT,2020-04-02T18:15:00.000,41.85199252,-87.68888873799999
562,ASSAULT,2020-04-02T18:10:00.000,41.701101871,-87.625732308
563,CRIMINAL DAMAGE,2020-04-02T18:10:00.000,41.899036867,-87.724537985
564,ROBBERY,2020-04-02T18:07:00.000,41.961099303000005,-87.74756329
565,OFFENSE INVOLVING CHILDREN,2020-04-02T18:02:00.000,41.758596508000004,-87.62638386399999
566,BATTERY,2020-04-02T18:00:00.000,41.871227548,-87.743104805
567,BATTERY,2020-04-02T18:00:00.000,41.88537469,-87.743742141
568,ASSAULT,2020-04-02T18:00:00.000,41.813662166,-87.698539231
569,THEFT,2020-04-02T18:00:00.000,41.92016193,-87.637573906
570,BATTERY,2020-04-02T17:55:00.000,41.986334537,-87.66602188
571,HOMICIDE,2020-04-02T17:52:00.000,41.852259501,-87.67022524299999
572,ROBBERY,2020-04-02T17:52:00.000,41.899838476999996,-87.73188417
573,WEAPONS VIOLATION,2020-04-02T17:51:00.000,41.872930401,-87.756343926
574,OTHER OFFENSE,2020-04-02T17:47:00.000,41.94969106,-87.75340244600001
575,BATTERY,2020-04-02T17:45:00.000,41.804998168000004,-87.619481024
576,BATTERY,2020-04-02T17:45:00.000,41.905486988,-87.719087613
577,BATTERY,2020-04-02T17:34:00.000,41.673207966,-87.61767410899999
578,CRIMINAL DAMAGE,2020-04-02T17:30:00.000,41.688177753000005,-87.611877375
579,BATTERY,2020-04-02T17:30:00.000,41.745332619,-87.602589895
580,THEFT,2020-04-02T17:30:00.000,42.016329369,-87.690209293
581,THEFT,2020-04-02T17:30:00.000,41.946643714000004,-87.705676293
582,CRIMINAL DAMAGE,2020-04-02T17:30:00.000,41.903992783,-87.76188311
583,THEFT,2020-04-02T17:30:00.000,42.010296448000005,-87.66879977
584,BATTERY,2020-04-02T17:30:00.000,41.897213232,-87.70041218799999
585,ROBBERY,2020-04-02T17:30:00.000,41.749245261,-87.56012760700001
586,BURGLARY,2020-04-02T17:20:00.000,41.891948166999995,-87.628073894
587,ROBBERY,2020-04-02T17:18:00.000,41.879176761,-87.74937328
588,BATTERY,2020-04-02T17:11:00.000,41.721631286,-87.63051084799999
589,BATTERY,2020-04-02T17:07:00.000,41.773109884,-87.58629471100001
590,BATTERY,2020-04-02T17:02:00.000,41.975301836,-87.65368486700001
591,BURGLARY,2020-04-02T17:00:00.000,41.792949616,-87.704765045
592,SEX OFFENSE,2020-04-02T17:00:00.000,41.792081556,-87.619154976
593,CRIMINAL DAMAGE,2020-04-02T17:00:00.000,41.902705234,-87.722343185
594,MOTOR VEHICLE THEFT,2020-04-02T17:00:00.000,41.749460724,-87.665842269
595,MOTOR VEHICLE THEFT,2020-04-02T17:00:00.000,41.878361816,-87.694741409
596,BATTERY,2020-04-02T16:54:00.000,41.75518754,-87.652651382
597,ASSAULT,2020-04-02T16:50:00.000,41.904021139,-87.75931510299999
598,THEFT,2020-04-02T16:50:00.000,41.881756669,-87.686445186
599,BATTERY,2020-04-02T16:45:00.000,41.686697146,-87.620889156
600,BATTERY,2020-04-02T16:40:00.000,41.760065748,-87.663661519
601,THEFT,2020-04-02T16:38:00.000,41.902959846,-87.693019652
602,THEFT,2020-04-02T16:32:00.000,41.721689256,-87.626539467
603,ROBBERY,2020-04-02T16:30:00.000,41.875649236,-87.705963849
604,BATTERY,2020-04-02T16:30:00.000,41.895975375,-87.67308258700001
605,DECEPTIVE PRACTICE,2020-04-02T16:30:00.000,,
606,CRIMINAL DAMAGE,2020-04-02T16:30:00.000,41.779310448000004,-87.67439434100001
607,BATTERY,2020-04-02T16:28:00.000,41.743557554,-87.601375156
608,THEFT,2020-04-02T16:25:00.000,41.899768244,-87.66366212
609,ASSAULT,2020-04-02T16:25:00.000,41.751528912,-87.548046864
610,BATTERY,2020-04-02T16:14:00.000,41.750154295,-87.661008708
611,THEFT,2020-04-02T16:05:00.000,41.892444303000005,-87.66609289200001
612,OTHER OFFENSE,2020-04-02T16:00:00.000,41.873219626,-87.675868666
613,THEFT,2020-04-02T16:00:00.000,,
614,CRIMINAL TRESPASS,2020-04-02T16:00:00.000,41.749253201,-87.56376280799999
615,BATTERY,2020-04-02T16:00:00.000,41.908849952,-87.646645976
616,THEFT,2020-04-02T16:00:00.000,41.914612212,-87.702003867
617,THEFT,2020-04-02T15:45:00.000,,
618,THEFT,2020-04-02T15:45:00.000,41.99004597,-87.658729305
619,OTHER OFFENSE,2020-04-02T15:44:00.000,41.904598353000004,-87.712546284
620,THEFT,2020-04-02T15:43:00.000,41.841568676,-87.658118585
621,NARCOTICS,2020-04-02T15:42:00.000,41.916258634,-87.71918641299999
622,WEAPONS VIOLATION,2020-04-02T15:42:00.000,41.916258634,-87.71918641299999
623,ROBBERY,2020-04-02T15:38:00.000,41.751291175,-87.60485675299999
624,CRIMINAL DAMAGE,2020-04-02T15:28:00.000,41.917751023,-87.753401452
625,OFFENSE INVOLVING CHILDREN,2020-04-02T15:25:00.000,41.693857131,-87.613406651
626,BATTERY,2020-04-02T15:20:00.000,41.774330666,-87.708484611
627,CRIMINAL DAMAGE,2020-04-02T15:20:00.000,41.839221861,-87.645093622
628,OTHER OFFENSE,2020-04-02T15:18:00.000,41.746393545,-87.687131581
629,CRIMINAL DAMAGE,2020-04-02T15:15:00.000,41.839221861,-87.645093622
630,THEFT,2020-04-02T15:00:00.000,41.730379133,-87.659661606
631,THEFT,2020-04-02T15:00:00.000,,
632,CRIMINAL DAMAGE,2020-04-02T15:00:00.000,41.838044411,-87.64644200299999
633,THEFT,2020-04-02T15:00:00.000,41.701349788,-87.62454679700001
634,CRIMINAL DAMAGE,2020-04-02T15:00:00.000,41.830398248,-87.674439389
635,BATTERY,2020-04-02T14:59:00.000,41.773358895,-87.648261728
636,THEFT,2020-04-02T14:56:00.000,41.993892087,-87.660388215
637,THEFT,2020-04-02T14:55:00.000,41.903892301999996,-87.63185835899999
638,THEFT,2020-04-02T14:45:00.000,41.96538033,-87.659063123
639,BURGLARY,2020-04-02T14:45:00.000,41.860238854,-87.70671287
640,THEFT,2020-04-02T14:41:00.000,41.858727999,-87.620785279
641,ROBBERY,2020-04-02T14:41:00.000,41.810213095,-87.624485094
642,MOTOR VEHICLE THEFT,2020-04-02T14:40:00.000,41.91081825,-87.752692699
643,BATTERY,2020-04-02T14:39:00.000,41.909890222,-87.726073384
644,BATTERY,2020-04-02T14:36:00.000,41.904483983,-87.773016767
645,ASSAULT,2020-04-02T14:35:00.000,41.95442154,-87.688475516
646,THEFT,2020-04-02T14:30:00.000,41.70662559,-87.650120579
647,ASSAULT,2020-04-02T14:30:00.000,41.899705138,-87.723771282
648,THEFT,2020-04-02T14:30:00.000,,
649,BATTERY,2020-04-02T14:20:00.000,41.857308478,-87.619340066
650,CRIMINAL DAMAGE,2020-04-02T14:19:00.000,41.894159636,-87.712614324
651,CRIMINAL DAMAGE,2020-04-02T14:18:00.000,41.865389918000005,-87.721490761
652,BATTERY,2020-04-02T14:15:00.000,41.856928103,-87.65761933299999
653,THEFT,2020-04-02T14:15:00.000,41.922418715999996,-87.698369982
654,ASSAULT,2020-04-02T14:10:00.000,41.916040771999995,-87.672052798
655,MOTOR VEHICLE THEFT,2020-04-02T14:00:00.000,41.940239169,-87.698274079
656,THEFT,2020-04-02T14:00:00.000,41.798652448,-87.67443828299999
657,CRIMINAL DAMAGE,2020-04-02T14:00:00.000,41.790559208000005,-87.630396474
658,DECEPTIVE PRACTICE,2020-04-02T13:56:00.000,41.734921347,-87.54577980299999
659,CRIMINAL DAMAGE,2020-04-02T13:50:00.000,41.766741956,-87.623328964
660,ASSAULT,2020-04-02T13:47:00.000,41.824588446,-87.631326836
661,BATTERY,2020-04-02T13:44:00.000,41.768561615,-87.66310762100001
662,BATTERY,2020-04-02T13:40:00.000,41.758090343,-87.63380762799999
663,BURGLARY,2020-04-02T13:38:00.000,41.744109882,-87.59334767700001
664,MOTOR VEHICLE THEFT,2020-04-02T13:32:00.000,41.69144667,-87.66222451
665,THEFT,2020-04-02T13:30:00.000,41.792941975,-87.699876857
666,THEFT,2020-04-02T13:30:00.000,41.901834826,-87.631972713
